=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-11-27_0-36-7
====================================================================================
0:36:7 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
0:36:7 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
0:36:7 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
0:36:7 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
0:36:7 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
0:36:7 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
0:36:7 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
0:36:7 | [PermissionManager] Perm (MenuBansManager) has been registered!
0:36:7 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
0:36:7 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
0:36:7 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
0:36:7 | [PermissionManager] Perm (MenuWebHooks) has been registered!
0:36:7 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
0:36:7 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
0:36:7 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
0:36:7 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
0:36:7 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
0:36:7 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
0:36:7 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
0:36:7 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
0:36:7 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
0:36:7 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
0:36:7 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
0:36:7 | [PermissionManager] Perm (EspToolsMenu) has been registered!
0:36:7 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
0:36:7 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
0:36:7 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
0:36:7 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
0:36:7 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
0:36:7 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
0:36:7 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
0:36:7 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
0:36:7 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
0:36:7 | [PermissionManager] Adding Super Admin (76561198378002588)
0:36:7 | [PermissionManager] Adding Super Admin (76561198074746423)
0:36:7 | [PermissionManager] Adding Super Admin (76561199830923778)
0:36:7 | [PermissionManager] Loaded UserGroups.json
0:36:7 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
0:36:7 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
0:36:7 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
0:36:7 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
0:36:7 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
0:36:7 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
0:36:7 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
0:36:7 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
0:36:7 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
0:36:7 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
0:36:7 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
0:36:7 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
0:36:7 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
0:36:7 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
0:36:7 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
0:36:7 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
0:36:7 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
0:36:7 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
0:36:7 | Building Sets Loaded: 1
0:36:7 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
0:38:5 | Player "Skullcruncher32" (steamId=76561198378002588) connected to server!
0:38:16 | "Skullcruncher32" (steamid=76561198378002588) toggled godmode
0:39:16 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2124.640381, 35.362278, 2554.796387>)
0:39:17 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2119.016113, 35.362278, 2556.944336>)
0:39:17 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2113.912109, 35.362278, 2558.286865>)
0:39:17 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2104.987061, 35.362278, 2561.147949>)
0:39:17 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2095.041504, 35.362278, 2564.311279>)
0:39:17 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2088.829102, 35.362278, 2566.367920>)
0:39:18 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2079.947754, 35.362278, 2569.253418>)
0:39:18 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2074.280518, 35.361000, 2571.102295>)
0:39:18 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2064.026123, 35.361000, 2574.439941>)
0:39:19 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2053.636475, 35.362251, 2577.823730>)
0:39:19 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2043.620239, 35.362251, 2581.085693>)
0:39:19 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2035.430542, 35.362251, 2582.447998>)
0:39:19 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2024.560547, 35.362244, 2583.782959>)
0:39:20 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2015.475708, 35.362244, 2584.816406>)
0:39:20 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2013.674194, 35.362244, 2585.034424>)
0:39:20 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2003.072998, 35.362232, 2586.249512>)
0:39:20 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1992.330566, 35.362232, 2586.943848>)
0:39:21 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1982.072510, 35.362232, 2585.916016>)
0:39:22 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1971.794189, 35.362232, 2585.219482>)
0:39:22 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1962.878906, 35.473518, 2585.199707>)
0:39:22 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1952.839600, 35.535439, 2585.642334>)
0:39:23 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1944.931885, 35.362240, 2589.484619>)
0:39:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1942.359497, 35.535439, 2586.735352>)
0:39:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1941.408691, 36.763557, 2586.458740>)
0:39:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1942.296387, 35.535439, 2584.359375>)
0:39:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1937.833008, 35.535439, 2584.094971>)
0:39:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1932.549561, 35.544109, 2584.306396>)
0:39:26 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1927.223999, 35.368729, 2584.986084>)
0:39:26 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1924.477905, 35.368729, 2580.245361>)
0:39:27 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1921.777954, 35.368729, 2575.680176>)
0:39:27 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1919.098633, 35.368729, 2571.137451>)
0:39:28 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1915.918213, 35.535439, 2567.182617>)
0:39:29 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1910.891479, 35.362213, 2563.359863>)
0:39:29 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1905.321411, 35.362213, 2560.726563>)
0:39:30 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1899.196045, 35.362221, 2560.114014>)
0:39:30 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1894.121216, 35.362221, 2560.254883>)
0:39:30 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1887.444946, 35.362221, 2561.495850>)
0:39:30 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1881.010010, 35.362221, 2562.837646>)
0:39:31 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1875.688354, 35.362221, 2563.938232>)
0:39:31 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1868.967285, 35.362202, 2565.331299>)
0:39:31 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1862.786011, 35.362202, 2566.612305>)
0:39:31 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1856.805542, 35.362202, 2567.528809>)
0:39:32 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1851.753662, 35.362202, 2568.454590>)
0:39:32 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1845.339478, 35.362209, 2569.999756>)
0:39:32 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1840.120239, 35.362209, 2570.882080>)
0:39:32 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1832.687744, 35.362209, 2572.142334>)
0:39:32 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1829.320190, 35.362209, 2572.410156>)
0:39:33 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1820.879028, 35.362198, 2573.174805>)
0:39:33 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1815.476685, 35.362198, 2573.610596>)
0:39:33 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1806.712769, 35.362198, 2574.351563>)
0:39:33 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1803.590820, 35.362198, 2574.614502>)
0:39:33 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1794.745117, 35.362209, 2575.359863>)
0:39:34 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1788.156250, 35.362209, 2576.648193>)
0:39:34 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1778.883789, 35.362209, 2578.142822>)
0:39:34 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1770.821777, 35.362209, 2579.446533>)
0:39:34 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1761.379639, 35.362209, 2580.971680>)
0:39:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1752.866089, 35.380260, 2579.699219>)
0:39:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1753.799316, 35.533108, 2589.798584>)
0:39:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1754.783081, 35.533108, 2600.006348>)
0:39:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1755.869263, 35.533108, 2611.331787>)
0:39:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1756.966675, 35.533108, 2622.751465>)
0:39:38 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1758.003906, 35.533108, 2633.691650>)
0:39:38 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1758.783691, 35.996059, 2641.501465>)
0:39:41 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1764.074829, 38.724930, 2643.787842>)
0:39:42 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1756.297119, 35.522339, 2647.404297>)
0:39:43 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1753.450684, 35.369453, 2653.794189>)
0:39:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1746.800293, 35.369453, 2646.854004>)
0:39:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1740.915405, 35.360996, 2639.681396>)
0:39:50 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1736.864868, 35.361000, 2633.426758>)
0:39:50 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1732.454102, 35.357800, 2624.826172>)
0:39:50 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1729.245239, 35.369846, 2614.585938>)
0:39:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1726.469360, 35.369846, 2604.607422>)
0:39:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1724.474731, 35.362000, 2595.102783>)
0:39:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1722.904907, 35.362000, 2585.930664>)
0:39:51 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1721.415527, 35.362000, 2575.466309>)
0:39:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1719.799316, 35.362000, 2566.595703>)
0:39:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1719.199707, 35.362000, 2561.070313>)
0:39:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1717.707031, 35.362000, 2550.669922>)
0:39:52 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1716.264038, 35.362000, 2540.617920>)
0:39:53 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1717.430908, 35.361000, 2531.124268>)
0:39:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1723.149170, 35.377743, 2526.462158>)
0:39:54 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1728.813354, 35.377743, 2522.208008>)
0:39:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1738.284058, 35.377743, 2521.058594>)
0:39:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1747.119385, 35.377663, 2520.172607>)
0:39:55 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1755.920410, 35.377663, 2520.163818>)
0:39:56 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1761.523071, 35.377666, 2519.054199>)
0:39:56 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1770.763062, 35.377758, 2518.105225>)
0:39:56 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1776.711304, 35.377758, 2516.940430>)
0:39:56 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1786.266113, 35.377758, 2515.282227>)
0:39:56 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1793.347412, 35.377750, 2514.208496>)
0:39:57 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1802.959839, 35.377750, 2512.797119>)
0:39:57 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1810.748535, 35.377750, 2511.650879>)
0:39:57 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1815.393311, 35.377750, 2510.966064>)
0:39:57 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1824.234985, 35.377731, 2509.663086>)
0:39:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1833.237183, 35.377731, 2508.336426>)
0:39:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1839.544556, 35.377731, 2507.408447>)
0:39:58 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1849.175537, 35.377754, 2505.992920>)
0:39:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1858.319336, 35.377754, 2502.752197>)
0:39:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1868.980469, 35.377747, 2499.285889>)
0:39:59 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1878.074219, 35.377747, 2498.734863>)
0:40:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1883.727173, 35.377747, 2498.527100>)
0:40:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1892.704468, 35.378334, 2498.428955>)
0:40:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1898.235962, 35.378334, 2498.376465>)
0:40:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1907.205444, 35.378334, 2498.107666>)
0:40:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1914.329956, 35.378338, 2496.211914>)
0:40:1 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1923.091553, 35.377769, 2494.215088>)
0:40:1 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1929.645386, 35.377769, 2492.851318>)
0:40:1 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1938.241821, 35.377769, 2491.683350>)
0:40:2 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1946.810425, 35.377758, 2490.556641>)
0:40:2 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1955.277954, 35.377758, 2489.464600>)
0:40:3 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1962.978271, 35.377758, 2488.474365>)
0:40:3 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1970.762695, 35.362000, 2487.477051>)
0:40:3 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1979.179565, 35.377762, 2486.584717>)
0:40:3 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1987.508423, 35.377762, 2485.701416>)
0:40:4 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1995.658691, 35.377762, 2484.835693>)
0:40:4 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2001.528442, 35.372910, 2484.210938>)
0:40:4 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2010.019653, 35.372910, 2483.305420>)
0:40:6 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2053.963867, 78.559059, 2492.966309>)
0:42:5 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2310.380127, 437.654266, 1484.852783>)
0:42:7 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2798.731445, 158.503143, 710.071289>)
0:43:16 | Player "Skullcruncher32" (steamId=76561198378002588) initiated disconnect process...
0:43:31 | Player "Skullcruncher32" (steamId=76561198378002588) disconnected from server.
