=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-11-23_19-29-7
====================================================================================
19:29:7 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
20:4:33 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (CDAJ_Vest_TacTecV2_Full_Black)
20:4:34 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3194.838135, 11.175182, 4929.714844>)
20:4:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3197.529541, 14.888851, 4927.611328>)
20:4:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3197.530273, 15.680817, 4927.156738>)
20:4:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3197.530273, 17.310913, 4927.129395>)
20:4:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3198.031982, 20.089558, 4925.417969>)
20:4:36 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3197.943359, 20.691778, 4925.597168>)
20:4:52 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (CDAJ_Mechanix_Gloves_Black)
20:4:53 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3255.527100, 67.792572, 4853.754395>)
20:5:12 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (CDAJ_Demon_Skin)
20:5:14 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2665.012451, 109.312607, 5059.887695>)
20:5:18 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (CDAJ_OCV2_WarBelt_Black)
20:5:40 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (CDAJ_Opscore_Pants_Black)
20:5:55 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (CDAJ_OpscoreV2_Shirt_Rolled_Black)
20:6:0 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (CDAJ_OCV2_Boots_Black)
20:6:21 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2577.153076, 138.785706, 5085.699707>)
20:6:22 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2577.212891, 134.931412, 5085.448730>)
20:6:23 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2576.963379, 135.362595, 5085.017090>)
20:6:23 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2576.957275, 135.709198, 5085.043945>)
20:6:23 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2555.516113, 145.796021, 5090.696289>)
20:6:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2539.994629, 152.744354, 5091.673340>)
20:6:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2520.829590, 160.407959, 5092.819336>)
20:6:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2470.076660, 183.472763, 5120.468750>)
20:6:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2464.890869, 187.399139, 5123.287109>)
20:6:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2460.477295, 190.644150, 5125.644043>)
20:6:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2455.540039, 193.792862, 5127.891113>)
20:6:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2451.648682, 196.083694, 5129.563477>)
20:6:26 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2446.562500, 198.075027, 5131.223633>)
20:6:26 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2439.834961, 200.156403, 5133.388184>)
20:6:35 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (NVGHeadstrap)
20:6:51 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (NVGoggles)
20:6:57 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (Battery9V)
20:6:57 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (Battery9V)
20:6:57 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (Battery9V)
20:6:57 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (Battery9V)
20:6:58 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (Battery9V)
20:7:18 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2642.314697, 112.769928, 5076.504395>)
20:7:40 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3196.300049, 17.907394, 4925.120605>)
20:8:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3035.261230, 12.803465, 5199.417480>)
20:8:39 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3020.937744, 9.993246, 5169.298340>)
20:8:44 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3023.876465, 22.591507, 5194.729004>)
20:8:47 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (AJW_DMK12_Black)
20:9:27 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (AJW_Mag_DMK12_25rnd)
20:9:28 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (AJW_Mag_DMK12_25rnd)
20:10:2 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (AJW_DTKP_Suppressor_Black)
20:10:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3018.791016, 10.826021, 5145.074219>)
20:10:13 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3048.883301, 1.806030, 5184.312988>)
20:10:23 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3043.776855, 1.813501, 5174.875977>)
20:10:23 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3042.746338, 1.824427, 5147.425781>)
20:10:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3041.697998, 1.797846, 5119.643066>)
20:10:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3040.604004, 1.742071, 5091.315430>)
20:10:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3039.113770, 1.742071, 5071.248535>)
20:10:33 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2979.024658, 4.198250, 4949.312988>)
20:10:48 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (AJW_M4_Skele_PGrip)
20:10:49 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2963.318359, 1.570001, 4909.267090>)
20:11:11 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<2523.216797, 607.914063, 4082.612549>)
20:11:14 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1725.807251, 62.893520, 2600.705811>)
20:11:16 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1719.878784, 62.893509, 2589.409668>)
20:11:18 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1719.954956, 62.893509, 2589.623047>)
20:11:21 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1718.313110, 62.893509, 2591.216064>)
20:11:26 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1721.696167, 62.893509, 2596.765137>)
20:11:29 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1720.315552, 62.893509, 2589.942871>)
20:11:31 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1686.902100, 35.379082, 2508.627686>)
20:11:35 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (AJW_MCX_Stock_STD)
20:11:55 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (Battery9V)
20:11:55 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (Battery9V)
20:11:55 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (Battery9V)
20:11:56 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (Battery9V)
20:11:56 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (Battery9V)
20:12:3 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (AJW_Mag_DMK12_25rnd)
20:12:3 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (AJW_Mag_DMK12_25rnd)
20:12:3 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (AJW_Mag_DMK12_25rnd)
20:12:13 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (CDAJ_Vest_TacTecV2_Med_MCB)
20:12:18 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (CDAJ_Mechanix_Gloves_BlackRed)
20:12:37 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (CDAJ_SkeletonBlood_Skin)
20:12:40 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (CDAJ_OCV2_WarBelt_Black)
20:12:59 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (CDAJ_OpscoreV2_Helmet_Black)
20:13:3 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (CDAJ_Ballistic_Mask_Sammy)
20:13:10 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (CDAJ_Opscore_Pants_Black)
20:13:17 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (CDAJ_Tunic_Black)
20:13:45 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (CDAJ_PVS31_Closed_BLK)
20:13:52 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (Battery9V)
20:14:17 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Boltthrower)
20:14:30 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (AJW_M4_PG_F1_Red)
20:14:44 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (AJW_M4_CH_Aero_ANred)
20:14:50 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Ammo_Scrapbolt)
20:14:57 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Ammo_Scrapbolt)
20:14:57 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Ammo_Scrapbolt)
20:14:58 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Ammo_Scrapbolt)
20:14:58 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Ammo_Scrapbolt)
20:15:7 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Ammo_ScrapboltCrossb)
20:15:7 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Ammo_ScrapboltCrossb)
20:15:7 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Ammo_ScrapboltCrossb)
20:16:8 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Dufflebag_Brown)
20:16:28 | "SinVIIWrath" (steamid=76561198074746423) Spawned Item: (AJW_BS_Magpul_MOE_Black)
20:16:32 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Improbag_Human)
20:16:41 | "Skullcruncher32" (steamid=76561198378002588) deleted object "nm_Dufflebag_Brown" (pos=<1686.276001, 35.499130, 2509.284912>)
20:17:0 | "Skullcruncher32" (steamid=76561198378002588) deleted object "CDAJ_SkeletonBlood_Skin" (pos=<1687.245605, 35.378624, 2512.332031>)
20:17:1 | "Skullcruncher32" (steamid=76561198378002588) deleted object "HunterPants_Brown" (pos=<1687.245605, 35.386520, 2512.332031>)
20:17:2 | "Skullcruncher32" (steamid=76561198378002588) deleted object "HuntingJacket_Brown" (pos=<1687.245605, 35.464252, 2512.332031>)
20:18:50 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (NVGoggles)
20:19:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1976.531494, 13.367477, 2510.516113>)
20:20:25 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1931.519531, 13.329873, 2630.712891>)
20:20:27 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1927.064453, 13.336699, 2617.275879>)
20:20:29 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1910.821289, 13.341471, 2617.720703>)
20:20:30 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1911.407715, 13.342463, 2636.285645>)
20:20:31 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1886.403442, 13.484836, 2639.475342>)
20:21:4 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1794.440674, 14.018117, 2624.592529>)
20:21:7 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1812.524414, 13.342463, 2606.854248>)
20:21:8 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1820.711548, 13.344397, 2605.137695>)
20:21:8 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1830.506592, 13.337581, 2603.769531>)
20:21:9 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1813.956909, 13.344398, 2605.936279>)
20:21:11 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1814.111694, 13.339392, 2620.280273>)
20:21:11 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1800.983154, 13.665829, 2623.240479>)
20:21:12 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1794.868286, 13.446400, 2619.920410>)
20:21:13 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1794.670654, 13.342463, 2613.724854>)
20:21:20 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1767.965576, 5.008532, 2539.660889>)
20:21:23 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1716.987061, 4.422661, 2559.014648>)
20:21:26 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1779.442139, 2.960000, 2576.594727>)
20:21:26 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1771.411255, 2.960004, 2570.732666>)
20:21:27 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1759.599731, 2.959999, 2566.651367>)
20:21:27 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1747.541992, 2.959999, 2562.647217>)
20:21:28 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1551.773438, 29.422518, 2522.098877>)
20:21:30 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1593.312866, 2.959997, 2523.262207>)
20:21:30 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1597.768921, 2.960000, 2523.753662>)
20:21:31 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1586.927246, 2.960002, 2533.062988>)
20:21:31 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1715.547852, 4.079476, 2543.421875>)
20:21:32 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1715.388672, 3.981100, 2542.540527>)
20:21:32 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1715.360352, 5.519797, 2542.383789>)
20:21:32 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1715.345581, 7.024040, 2542.302246>)
20:21:33 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1715.415161, 7.678335, 2542.244141>)
20:21:33 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1715.611694, 9.135469, 2542.188721>)
20:21:33 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1715.778931, 10.117123, 2543.001709>)
20:21:33 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1717.168945, 11.467196, 2542.246094>)
20:21:34 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1718.593506, 11.664304, 2541.861328>)
20:21:34 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1593.707031, 2.960003, 2539.368408>)
20:21:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1611.794922, 2.959999, 2542.756836>)
20:21:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1632.727295, 2.960001, 2546.527100>)
20:21:35 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1630.364868, 2.960001, 2546.352783>)
20:21:36 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1714.185303, 9.022144, 2541.906494>)
20:21:37 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1714.529053, 10.770344, 2542.014893>)
20:21:43 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1713.980225, 9.875747, 2541.168945>)
20:21:43 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1714.528320, 10.916815, 2541.083252>)
20:21:43 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1716.885010, 11.483141, 2540.566895>)
20:21:43 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1718.369873, 11.669827, 2540.360840>)
20:21:43 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1720.438721, 11.722858, 2540.249512>)
20:21:44 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1722.452637, 11.713153, 2539.835693>)
20:21:44 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1725.295166, 11.699306, 2539.104492>)
20:21:44 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1726.264404, 11.694472, 2538.747314>)
20:21:44 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1732.491943, 8.524689, 2537.090332>)
20:21:44 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1734.251709, 8.530074, 2536.849365>)
20:21:45 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1736.777466, 8.534994, 2536.433594>)
20:21:45 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1736.871826, 8.534492, 2536.427979>)
20:21:45 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1739.339233, 8.514445, 2536.039551>)
20:21:45 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1743.104614, 8.985498, 2535.180908>)
20:21:45 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1743.841919, 8.985369, 2534.860840>)
20:21:45 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1716.948975, 7.009557, 2562.154785>)
20:21:46 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1745.660278, 8.985060, 2534.457764>)
20:21:46 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1748.426270, 8.984579, 2533.509033>)
20:21:46 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1752.179688, 8.983928, 2532.255859>)
20:21:46 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1754.966553, 8.983444, 2531.322998>)
20:21:46 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1758.887329, 8.982763, 2530.013184>)
20:21:46 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1716.857788, 7.518239, 2564.185303>)
20:21:47 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1760.685303, 8.982460, 2529.692383>)
20:21:47 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1764.742432, 8.985542, 2528.661621>)
20:21:47 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1716.929932, 7.740134, 2565.863770>)
20:21:48 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1767.009766, 9.371542, 2526.236816>)
20:21:48 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1772.091309, 8.984287, 2526.905029>)
20:21:48 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1772.508057, 8.984194, 2526.042236>)
20:21:48 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1776.903442, 8.983459, 2525.546875>)
20:21:49 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1776.245361, 10.014187, 2524.614990>)
20:21:49 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1777.332886, 10.894801, 2523.499023>)
20:21:49 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1780.235718, 10.001009, 2523.914063>)
20:21:50 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1782.788818, 8.982592, 2528.967773>)
20:21:50 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1785.910767, 8.982073, 2528.717773>)
20:21:50 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1788.698853, 8.985399, 2528.427490>)
20:21:50 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1789.315308, 8.985291, 2528.146484>)
20:21:51 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1791.232056, 8.984964, 2527.769775>)
20:21:51 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1794.057373, 8.984486, 2527.203125>)
20:21:51 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1795.626465, 8.984232, 2527.313477>)
20:21:51 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1796.360718, 8.984096, 2526.782959>)
20:21:51 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1799.757446, 8.983500, 2525.382080>)
20:21:52 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1802.999390, 8.982937, 2524.294189>)
20:21:52 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1807.953491, 8.982073, 2522.500244>)
20:21:52 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1811.407349, 8.494662, 2521.957031>)
20:21:52 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1819.275024, 8.190434, 2520.369873>)
20:21:53 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1827.897949, 7.905012, 2518.983887>)
20:21:59 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1825.981445, 4.621522, 2515.095459>)
20:22:0 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1826.309814, 5.897612, 2514.835449>)
20:22:0 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1826.452026, 6.303139, 2514.777344>)
20:22:0 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1826.741455, 7.332547, 2514.579834>)
20:22:0 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1826.869751, 7.526059, 2514.506592>)
20:22:1 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1827.321777, 7.905013, 2514.255371>)
20:22:1 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1827.552246, 7.905013, 2514.151367>)
20:22:1 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1828.000488, 7.905013, 2513.976563>)
20:22:1 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1828.378540, 7.905012, 2513.920654>)
20:22:4 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1880.801758, 9.067242, 2499.545410>)
20:22:7 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1826.542114, 4.577503, 2515.510498>)
20:22:7 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1826.274414, 5.883020, 2514.816406>)
20:22:8 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1825.977173, 6.482562, 2514.375732>)
20:22:8 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1825.495483, 7.671082, 2513.126953>)
20:22:8 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1824.836304, 7.905013, 2509.937500>)
20:22:8 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1823.843262, 2.959978, 2502.054932>)
20:22:21 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1882.375122, 6.535453, 2509.038086>)
20:22:22 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1882.272949, 8.140511, 2508.422119>)
20:22:22 | "SinVIIWrath" (steamid=76561198074746423) teleported to crosshair (pos=<1882.244141, 9.761225, 2508.248291>)
20:22:24 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1886.245361, 22.159639, 2503.910400>)
20:22:26 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1886.843140, 22.231005, 2503.651611>)
20:22:27 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1880.858398, 21.918591, 2502.900635>)
20:22:27 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<1876.245972, 22.241114, 2503.113770>)
20:22:30 | Player "SinVIIWrath" (steamId=76561198074746423) initiated disconnect process...
20:22:45 | Player "SinVIIWrath" (steamId=76561198074746423) disconnected from server.
20:22:50 | "76561198378002588" (steamid=76561198378002588) teleported to (pos=<3201.800049, 6.133206, 4927.899902>)
20:22:50 | "Skullcruncher32": (steamid=76561198378002588) teleported to (pos=3201.8,0,4927.9)
20:23:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3200.940186, 14.058105, 4927.126953>)
20:23:0 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3200.950928, 15.720358, 4927.145996>)
20:23:1 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3200.967041, 17.377424, 4927.184082>)
20:23:1 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3202.058350, 21.410076, 4940.527832>)
20:23:1 | "Skullcruncher32" (steamid=76561198378002588) teleported to crosshair (pos=<3206.426758, 32.553528, 4991.121094>)
20:23:45 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (Ammo_ImprovisedBolt_1)
20:23:46 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (Ammo_ImprovisedBolt_1)
20:23:46 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (Ammo_ImprovisedBolt_1)
20:24:41 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_AngleGrinder)
20:24:52 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Powerpack)
20:25:10 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (AK101)
20:27:14 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Sketch_flex)
20:28:0 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Sketch_paint4)
20:28:45 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Sketch_flex2)
20:29:24 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_craftbox)
20:29:24 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_craftbox)
20:29:43 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_Scrapmetal)
20:29:57 | "Skullcruncher32" (steamid=76561198378002588) Spawned Item: (nm_FirearmKit)
